Model,Distance,Num_Rounds,Backend,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_miami,1000,0,N/A,N/A,0.482000,1000,482,20260427_155150
MWPM,3,3,ibm_miami,1000,0,N/A,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.430000,1000,430,20260427_155150
CNN,3,3,ibm_miami,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.466000,1000,466,20260427_155150
MWPM+CNN,3,3,ibm_miami,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.430000,1000,430,20260427_155150
CNN,3,3,ibm_miami,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.475000,1000,475,20260427_155150
MWPM+CNN,3,3,ibm_miami,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.430000,1000,430,20260427_155150
CNN,3,3,ibm_miami,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.469000,1000,469,20260427_155150
MWPM+CNN,3,3,ibm_miami,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.430000,1000,430,20260427_155150
GCNII,3,3,ibm_miami,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.519000,1000,519,20260427_155150
MWPM+GCNII,3,3,ibm_miami,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.507000,1000,507,20260427_155150
GCNII,3,3,ibm_miami,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.518000,1000,518,20260427_155150
MWPM+GCNII,3,3,ibm_miami,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.507000,1000,507,20260427_155150
GCNII,3,3,ibm_miami,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.518000,1000,518,20260427_155150
MWPM+GCNII,3,3,ibm_miami,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.507000,1000,507,20260427_155150
APPNP,3,3,ibm_miami,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.494000,1000,494,20260427_155150
