Model,Distance,Num_Rounds,Backend,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_pittsburgh,1000,0,N/A,N/A,0.247000,1000,247,20260416_011349
MWPM,3,3,ibm_pittsburgh,1000,0,N/A,N/A,0.451000,1000,451,20260416_011349
CNN,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.537000,1000,537,20260416_011349
MWPM+CNN,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
CNN,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.683000,1000,683,20260416_011349
MWPM+CNN,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
CNN,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.659000,1000,659,20260416_011349
MWPM+CNN,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
GCNII,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.387000,1000,387,20260416_011349
MWPM+GCNII,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
GCNII,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.247000,1000,247,20260416_011349
MWPM+GCNII,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
GCNII,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.247000,1000,247,20260416_011349
MWPM+GCNII,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
APPNP,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.251000,1000,251,20260416_011349
MWPM+APPNP,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
APPNP,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.247000,1000,247,20260416_011349
MWPM+APPNP,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
APPNP,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.753000,1000,753,20260416_011349
MWPM+APPNP,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
GraphTransformer,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.249000,1000,249,20260416_011349
MWPM+GraphTransformer,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
GraphTransformer,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.248000,1000,248,20260416_011349
MWPM+GraphTransformer,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
GraphTransformer,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.253000,1000,253,20260416_011349
MWPM+GraphTransformer,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
GCN,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.514000,1000,514,20260416_011349
MWPM+GCN,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
GCN,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.558000,1000,558,20260416_011349
MWPM+GCN,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.511000,1000,511,20260416_011349
GCN,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.667000,1000,667,20260416_011349
MWPM+GCN,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.519000,1000,519,20260416_011349
GAT,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.588000,1000,588,20260416_011349
MWPM+GAT,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
GAT,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.749000,1000,749,20260416_011349
MWPM+GAT,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.519000,1000,519,20260416_011349
GAT,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.741000,1000,741,20260416_011349
MWPM+GAT,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
GNN,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.754000,1000,754,20260416_011349
MWPM+GNN,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
GNN,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.373000,1000,373,20260416_011349
MWPM+GNN,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
GNN,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.745000,1000,745,20260416_011349
MWPM+GNN,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.538000,1000,538,20260416_011349
GraphMamba,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.246000,1000,246,20260416_011349
MWPM+GraphMamba,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
GraphMamba,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.247000,1000,247,20260416_011349
MWPM+GraphMamba,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
GraphMamba,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.246000,1000,246,20260416_011349
MWPM+GraphMamba,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.451000,1000,451,20260416_011349
CNN,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.548000,1000,548,20260416_011349
MWPM+CNN,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.512000,1000,512,20260416_011349
CNN,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.558000,1000,558,20260416_011349
MWPM+CNN,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.503000,1000,503,20260416_011349
CNN,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.706000,1000,706,20260416_011349
MWPM+CNN,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.538000,1000,538,20260416_011349
GCNII,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.753000,1000,753,20260416_011349
MWPM+GCNII,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.538000,1000,538,20260416_011349
GCNII,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.247000,1000,247,20260416_011349
MWPM+GCNII,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.451000,1000,451,20260416_011349
GCNII,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.753000,1000,753,20260416_011349
MWPM+GCNII,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.538000,1000,538,20260416_011349
APPNP,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.250000,1000,250,20260416_011349
MWPM+APPNP,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.450000,1000,450,20260416_011349
APPNP,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.366000,1000,366,20260416_011349
MWPM+APPNP,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.451000,1000,451,20260416_011349
APPNP,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.396000,1000,396,20260416_011349
MWPM+APPNP,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.536000,1000,536,20260416_011349
GraphTransformer,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.250000,1000,250,20260416_011349
MWPM+GraphTransformer,3,3,ibm_pittsburgh,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.451000,1000,451,20260416_011349
GraphTransformer,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.248000,1000,248,20260416_011349
MWPM+GraphTransformer,3,3,ibm_pittsburgh,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.451000,1000,451,20260416_011349
GraphTransformer,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.246000,1000,246,20260416_011349
MWPM+GraphTransformer,3,3,ibm_pittsburgh,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.451000,1000,451,20260416_011349
