Model,Distance,Num_Rounds,Backend,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_boston,1000,0,N/A,N/A,0.321000,1000,321,20260423_233844
MWPM,3,3,ibm_boston,1000,0,N/A,N/A,0.456000,1000,456,20260423_233844
CNN,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.500000,1000,500,20260423_233844
MWPM+CNN,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
CNN,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.647000,1000,647,20260423_233844
MWPM+CNN,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
CNN,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.618000,1000,618,20260423_233844
MWPM+CNN,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
GCNII,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.438000,1000,438,20260423_233844
MWPM+GCNII,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
GCNII,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.321000,1000,321,20260423_233844
MWPM+GCNII,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
GCNII,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.321000,1000,321,20260423_233844
MWPM+GCNII,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
APPNP,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.326000,1000,326,20260423_233844
MWPM+APPNP,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
APPNP,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.321000,1000,321,20260423_233844
MWPM+APPNP,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
APPNP,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.679000,1000,679,20260423_233844
MWPM+APPNP,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
GraphTransformer,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.320000,1000,320,20260423_233844
MWPM+GraphTransformer,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
GraphTransformer,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.317000,1000,317,20260423_233844
MWPM+GraphTransformer,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
GraphTransformer,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.319000,1000,319,20260423_233844
MWPM+GraphTransformer,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
GCN,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.496000,1000,496,20260423_233844
MWPM+GCN,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
GCN,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.552000,1000,552,20260423_233844
MWPM+GCN,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.497000,1000,497,20260423_233844
GCN,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.628000,1000,628,20260423_233844
MWPM+GCN,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.396000,1000,396,20260423_233844
GAT,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.580000,1000,580,20260423_233844
MWPM+GAT,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
GAT,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.666000,1000,666,20260423_233844
MWPM+GAT,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.552000,1000,552,20260423_233844
GAT,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.682000,1000,682,20260423_233844
MWPM+GAT,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
GNN,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.676000,1000,676,20260423_233844
MWPM+GNN,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
GNN,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.415000,1000,415,20260423_233844
MWPM+GNN,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
GNN,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.682000,1000,682,20260423_233844
MWPM+GNN,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.512000,1000,512,20260423_233844
GraphMamba,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.322000,1000,322,20260423_233844
MWPM+GraphMamba,3,3,ibm_boston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
GraphMamba,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.324000,1000,324,20260423_233844
MWPM+GraphMamba,3,3,ibm_boston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
GraphMamba,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.326000,1000,326,20260423_233844
MWPM+GraphMamba,3,3,ibm_boston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.456000,1000,456,20260423_233844
CNN,3,3,ibm_boston,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.511000,1000,511,20260423_233844
MWPM+CNN,3,3,ibm_boston,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.521000,1000,521,20260423_233844
CNN,3,3,ibm_boston,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.555000,1000,555,20260423_233844
MWPM+CNN,3,3,ibm_boston,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.512000,1000,512,20260423_233844
CNN,3,3,ibm_boston,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.651000,1000,651,20260423_233844
MWPM+CNN,3,3,ibm_boston,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.512000,1000,512,20260423_233844
GCNII,3,3,ibm_boston,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.679000,1000,679,20260423_233844
MWPM+GCNII,3,3,ibm_boston,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.512000,1000,512,20260423_233844
GCNII,3,3,ibm_boston,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.321000,1000,321,20260423_233844
MWPM+GCNII,3,3,ibm_boston,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.456000,1000,456,20260423_233844
GCNII,3,3,ibm_boston,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.679000,1000,679,20260423_233844
MWPM+GCNII,3,3,ibm_boston,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.512000,1000,512,20260423_233844
APPNP,3,3,ibm_boston,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.327000,1000,327,20260423_233844
MWPM+APPNP,3,3,ibm_boston,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.456000,1000,456,20260423_233844
APPNP,3,3,ibm_boston,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.401000,1000,401,20260423_233844
MWPM+APPNP,3,3,ibm_boston,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.456000,1000,456,20260423_233844
