Model,Distance,Num_Rounds,Backend,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_aachen,1000,0,N/A,N/A,0.278000,1000,278,20260428_214145
MWPM,3,3,ibm_aachen,1000,0,N/A,N/A,0.424000,1000,424,20260428_214145
CNN,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.505000,1000,505,20260428_214145
MWPM+CNN,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.560000,1000,560,20260428_214145
CNN+MWPM,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.495000,1000,495,20260428_214145
CNN,3,3,ibm_aachen,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.654000,1000,654,20260428_214145
MWPM+CNN,3,3,ibm_aachen,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.560000,1000,560,20260428_214145
CNN+MWPM,3,3,ibm_aachen,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.544000,1000,544,20260428_214145
CNN,3,3,ibm_aachen,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.640000,1000,640,20260428_214145
MWPM+CNN,3,3,ibm_aachen,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.560000,1000,560,20260428_214145
CNN+MWPM,3,3,ibm_aachen,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.546000,1000,546,20260428_214145
GCNII,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.387000,1000,387,20260428_214145
MWPM+GCNII,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.560000,1000,560,20260428_214145
GCNII+MWPM,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.464000,1000,464,20260428_214145
GCNII,3,3,ibm_aachen,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.278000,1000,278,20260428_214145
MWPM+GCNII,3,3,ibm_aachen,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.424000,1000,424,20260428_214145
GCNII+MWPM,3,3,ibm_aachen,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.454000,1000,454,20260428_214145
GCNII,3,3,ibm_aachen,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.278000,1000,278,20260428_214145
MWPM+GCNII,3,3,ibm_aachen,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.424000,1000,424,20260428_214145
GCNII+MWPM,3,3,ibm_aachen,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.461000,1000,461,20260428_214145
APPNP,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.278000,1000,278,20260428_214145
MWPM+APPNP,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.424000,1000,424,20260428_214145
APPNP+MWPM,3,3,ibm_aachen,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.441000,1000,441,20260428_214145
APPNP,3,3,ibm_aachen,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.278000,1000,278,20260428_214145
