Model,Distance,Num_Rounds,Backend,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_yonsei,1000,0,N/A,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
CNN,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,1.000000,1000,1000,20260330_211845
CNN,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,1.000000,1000,1000,20260330_211845
CNN,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GCN,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,1.000000,1000,1000,20260330_211845
GCN,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GCN,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GCNII,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.940000,1000,940,20260330_211845
GCNII,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GCNII,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,1.000000,1000,1000,20260330_211845
GAT,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.262000,1000,262,20260330_211845
GAT,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.504000,1000,504,20260330_211845
GAT,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.411000,1000,411,20260330_211845
APPNP,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,1.000000,1000,1000,20260330_211845
APPNP,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
APPNP,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GNN,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GNN,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.568000,1000,568,20260330_211845
GNN,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GraphTransformer,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GraphTransformer,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GraphTransformer,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.000000,1000,0,20260330_211845
GraphMamba,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.684000,1000,684,20260330_211845
GraphMamba,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.563000,1000,563,20260330_211845
GraphMamba,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.574000,1000,574,20260330_211845
