Model,Distance,Num_Rounds,Backend,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_kingston,1000,0,N/A,N/A,0.409000,1000,409,20260414_163204
MWPM,3,3,ibm_kingston,1000,0,N/A,N/A,0.461000,1000,461,20260414_163204
CNN,3,3,ibm_kingston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.523000,1000,523,20260414_163204
MWPM+CNN,3,3,ibm_kingston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.510000,1000,510,20260414_163204
CNN,3,3,ibm_kingston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.564000,1000,564,20260414_163204
MWPM+CNN,3,3,ibm_kingston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.510000,1000,510,20260414_163204
CNN,3,3,ibm_kingston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.544000,1000,544,20260414_163204
MWPM+CNN,3,3,ibm_kingston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.510000,1000,510,20260414_163204
GCN,3,3,ibm_kingston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.517000,1000,517,20260414_163204
MWPM+GCN,3,3,ibm_kingston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.510000,1000,510,20260414_163204
GCN,3,3,ibm_kingston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.516000,1000,516,20260414_163204
MWPM+GCN,3,3,ibm_kingston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.509000,1000,509,20260414_163204
GCN,3,3,ibm_kingston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.562000,1000,562,20260414_163204
MWPM+GCN,3,3,ibm_kingston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.444000,1000,444,20260414_163204
GCNII,3,3,ibm_kingston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.475000,1000,475,20260414_163204
MWPM+GCNII,3,3,ibm_kingston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.510000,1000,510,20260414_163204
GCNII,3,3,ibm_kingston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.409000,1000,409,20260414_163204
MWPM+GCNII,3,3,ibm_kingston,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.461000,1000,461,20260414_163204
GCNII,3,3,ibm_kingston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.409000,1000,409,20260414_163204
MWPM+GCNII,3,3,ibm_kingston,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.461000,1000,461,20260414_163204
GAT,3,3,ibm_kingston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.508000,1000,508,20260414_163204
MWPM+GAT,3,3,ibm_kingston,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.510000,1000,510,20260414_163204
