Model,Distance,Num_Rounds,Backend,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_yonsei,1000,0,N/A,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.486000,1000,486,20260402_174309
GCNII,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.514000,1000,514,20260402_174309
GCNII,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.514000,1000,514,20260402_174309
GCNII,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.486000,1000,486,20260402_174309
APPNP,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.516000,1000,516,20260402_174309
APPNP,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.514000,1000,514,20260402_174309
APPNP,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.514000,1000,514,20260402_174309
GraphTransformer,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.500000,1000,500,20260402_174309
GraphTransformer,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.506000,1000,506,20260402_174309
GraphTransformer,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.506000,1000,506,20260402_174309
GCN,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.488000,1000,488,20260402_174309
GCN,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.504000,1000,504,20260402_174309
GCN,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.485000,1000,485,20260402_174309
GAT,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.491000,1000,491,20260402_174309
GAT,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.485000,1000,485,20260402_174309
GAT,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.483000,1000,483,20260402_174309
GNN,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.487000,1000,487,20260402_174309
GNN,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.510000,1000,510,20260402_174309
GNN,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.489000,1000,489,20260402_174309
GraphMamba,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.494000,1000,494,20260402_174309
GraphMamba,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.493000,1000,493,20260402_174309
GraphMamba,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.488000,1000,488,20260402_174309
