code,distance,noise_profile,error_rate,model,sim_LER,n_shots
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,MWPM,0.339790,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,MWPM_mv,0.293430,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,CNN,0.325710,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GCN,0.155630,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GCNII,0.865550,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GAT,0.400480,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,APPNP,0.865550,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GNN,0.331330,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GraphTransformer,0.184050,100000
color_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GraphMamba,0.189910,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,NoCorrection,0.025470,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,MWPM,0.171990,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,MWPM_mv,0.157520,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,CNN,0.194220,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GCN,0.268020,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GCNII,0.974530,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GAT,0.179980,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,APPNP,0.974530,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GNN,0.303780,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GraphTransformer,0.078280,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GraphMamba,0.087190,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,NoCorrection,0.049200,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,MWPM,0.186060,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,MWPM_mv,0.167380,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,CNN,0.207900,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GCN,0.626640,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GCNII,0.950800,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GAT,0.142780,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,APPNP,0.950800,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GNN,0.438130,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GraphTransformer,0.077970,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GraphMamba,0.098860,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,NoCorrection,0.207290,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,MWPM,0.273090,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,MWPM_mv,0.240470,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,CNN,0.319550,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GCN,0.236420,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GCNII,0.792710,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GAT,0.540710,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,APPNP,0.385550,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GNN,0.624200,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GraphTransformer,0.202080,100000
color_code,5,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GraphMamba,0.186510,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,NoCorrection,0.024150,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,MWPM,0.159890,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,MWPM_mv,0.179740,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,CNN,0.228050,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GCN,0.928920,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GCNII,0.975850,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GAT,0.321030,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,APPNP,0.024150,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GNN,0.568680,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GraphTransformer,0.026250,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GraphMamba,0.076590,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,NoCorrection,0.047810,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,MWPM,0.176330,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,MWPM_mv,0.189690,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,CNN,0.330470,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GCN,0.312000,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GCNII,0.047810,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GAT,0.365140,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,APPNP,0.279870,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GNN,0.414190,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GraphTransformer,0.086880,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GraphMamba,0.131940,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,NoCorrection,0.204550,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,MWPM,0.283160,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,MWPM_mv,0.279160,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,CNN,0.357930,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GCN,0.390680,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GCNII,0.204550,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GAT,0.338700,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,APPNP,0.596630,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GNN,0.254870,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GraphTransformer,0.203610,100000
color_code,5,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GraphMamba,0.249080,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,NoCorrection,0.024950,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,MWPM,0.160030,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,MWPM_mv,0.181240,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,CNN,0.370090,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GCN,0.975050,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GCNII,0.975050,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GAT,0.338490,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,APPNP,0.027150,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GNN,0.388240,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GraphTransformer,0.056530,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GraphMamba,0.051310,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,NoCorrection,0.047870,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,MWPM,0.176330,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,MWPM_mv,0.195710,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,CNN,0.221900,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GCN,0.047900,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GCNII,0.952130,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GAT,0.547420,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,APPNP,0.503970,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GNN,0.622460,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GraphTransformer,0.048070,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GraphMamba,0.087750,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,NoCorrection,0.204500,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,MWPM,0.283930,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,MWPM_mv,0.284270,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,CNN,0.447660,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GCN,0.795500,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GCNII,0.795500,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GAT,0.416960,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,APPNP,0.795500,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GNN,0.790670,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GraphTransformer,0.204510,100000
color_code,5,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GraphMamba,0.254090,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,NoCorrection,0.015040,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,MWPM,0.097360,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,MWPM_mv,0.058970,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,CNN,0.910430,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GCN,0.414880,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GCNII,0.861280,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GAT,0.879330,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,APPNP,0.025450,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GNN,0.984710,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GraphTransformer,0.032590,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.005,GraphMamba,0.032600,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,NoCorrection,0.030260,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,MWPM,0.104210,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,MWPM_mv,0.065540,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,CNN,0.918960,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GCN,0.886470,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GCNII,0.030260,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GAT,0.358950,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,APPNP,0.030260,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GNN,0.300150,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GraphTransformer,0.041040,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.01,GraphMamba,0.040930,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,NoCorrection,0.134010,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,MWPM,0.159860,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,MWPM_mv,0.122190,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,CNN,0.828800,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GCN,0.762710,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GCNII,0.134010,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GAT,0.786420,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,APPNP,0.865990,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GNN,0.828690,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GraphTransformer,0.106700,100000
heavyhex_surface_code,3,dp0.001_mf0.01_rf0.01_gd0.008,0.05,GraphMamba,0.113890,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,NoCorrection,0.015340,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,MWPM,0.169880,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,MWPM_mv,0.113040,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,CNN,0.781370,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GCN,0.181370,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GCNII,0.984660,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GAT,0.851520,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,APPNP,0.097320,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GNN,0.605290,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GraphTransformer,0.053600,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.005,GraphMamba,0.055010,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,NoCorrection,0.027950,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,MWPM,0.176550,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,MWPM_mv,0.117640,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,CNN,0.741550,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GCN,0.697700,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GCNII,0.027950,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GAT,0.846750,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,APPNP,0.039580,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GNN,0.816290,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GraphTransformer,0.065890,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.01,GraphMamba,0.065170,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,NoCorrection,0.134990,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,MWPM,0.230400,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,MWPM_mv,0.175020,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,CNN,0.796480,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GCN,0.786180,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GCNII,0.863670,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GAT,0.372520,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,APPNP,0.683720,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GNN,0.520700,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GraphTransformer,0.146980,100000
heavyhex_surface_code,3,dp0.005_mf0.02_rf0.02_gd0.015,0.05,GraphMamba,0.139330,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,NoCorrection,0.015540,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,MWPM,0.225500,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,MWPM_mv,0.166050,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,CNN,0.644330,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GCN,0.481530,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GCNII,0.984460,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GAT,0.660070,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,APPNP,0.015540,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GNN,0.647280,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GraphTransformer,0.015540,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.005,GraphMamba,0.025270,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,NoCorrection,0.028370,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,MWPM,0.228620,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,MWPM_mv,0.171200,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,CNN,0.777450,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GCN,0.739810,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GCNII,0.971630,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GAT,0.637150,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,APPNP,0.028370,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GNN,0.175480,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GraphTransformer,0.029030,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.01,GraphMamba,0.074690,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,NoCorrection,0.135240,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,MWPM,0.278390,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,MWPM_mv,0.223950,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,CNN,0.671910,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GCN,0.453530,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GCNII,0.135240,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GAT,0.548350,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,APPNP,0.135240,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GNN,0.597590,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GraphTransformer,0.181400,100000
heavyhex_surface_code,3,dp0.01_mf0.05_rf0.05_gd0.01,0.05,GraphMamba,0.181660,100000
