Model,Distance,Num_Rounds,Backend,Run,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_aachen,1,1000,0.0,,,0.288,1000,288,20260428_213814
MWPM,3,3,ibm_aachen,1,1000,0.0,,,0.447,1000,447,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.499,1000,499,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.496,1000,496,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.643,1000,643,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.57,1000,570,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.638,1000,638,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.558,1000,558,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.392,1000,392,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.453,1000,453,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.288,1000,288,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.438,1000,438,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.288,1000,288,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.471,1000,471,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.291,1000,291,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.478,1000,478,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.288,1000,288,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.419,1000,419,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.712,1000,712,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.535,1000,535,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.299,1000,299,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.428,1000,428,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.296,1000,296,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.422,1000,422,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.302,1000,302,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.421,1000,421,20260428_213814
GCN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.5,1000,500,20260428_213814
MWPM+GCN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
GCN+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.477,1000,477,20260428_213814
GCN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.568,1000,568,20260428_213814
MWPM+GCN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.488,1000,488,20260428_213814
GCN+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.513,1000,513,20260428_213814
GCN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.635,1000,635,20260428_213814
MWPM+GCN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.487,1000,487,20260428_213814
GCN+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.56,1000,560,20260428_213814
GAT,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.61,1000,610,20260428_213814
MWPM+GAT,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
GAT+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.528,1000,528,20260428_213814
GAT,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.708,1000,708,20260428_213814
MWPM+GAT,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.542,1000,542,20260428_213814
GAT+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.572,1000,572,20260428_213814
GAT,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.692,1000,692,20260428_213814
MWPM+GAT,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
GAT+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.573,1000,573,20260428_213814
GNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.715,1000,715,20260428_213814
MWPM+GNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
GNN+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.582,1000,582,20260428_213814
GNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.429,1000,429,20260428_213814
MWPM+GNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GNN+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.476,1000,476,20260428_213814
GNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.723,1000,723,20260428_213814
MWPM+GNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.534,1000,534,20260428_213814
GNN+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.585,1000,585,20260428_213814
GraphMamba,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.296,1000,296,20260428_213814
MWPM+GraphMamba,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GraphMamba+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.423,1000,423,20260428_213814
GraphMamba,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.295,1000,295,20260428_213814
MWPM+GraphMamba,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GraphMamba+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.432,1000,432,20260428_213814
GraphMamba,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.301,1000,301,20260428_213814
MWPM+GraphMamba,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.447,1000,447,20260428_213814
GraphMamba+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.427,1000,427,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.536,1000,536,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.542,1000,542,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.529,1000,529,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.55,1000,550,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.508,1000,508,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.518,1000,518,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.687,1000,687,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.534,1000,534,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.573,1000,573,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.712,1000,712,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.534,1000,534,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.53,1000,530,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.288,1000,288,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.471,1000,471,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.712,1000,712,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.534,1000,534,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.529,1000,529,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.3,1000,300,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.446,1000,446,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.49,1000,490,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.41,1000,410,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.519,1000,519,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.377,1000,377,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.502,1000,502,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.432,1000,432,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.29,1000,290,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.423,1000,423,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.298,1000,298,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.421,1000,421,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.297,1000,297,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.421,1000,421,20260428_213814
GCN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.481,1000,481,20260428_213814
MWPM+GCN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
GCN+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.528,1000,528,20260428_213814
GCN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.38,1000,380,20260428_213814
MWPM+GCN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.526,1000,526,20260428_213814
GCN+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.452,1000,452,20260428_213814
GCN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.606,1000,606,20260428_213814
MWPM+GCN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.534,1000,534,20260428_213814
GCN+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.53,1000,530,20260428_213814
GAT,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.713,1000,713,20260428_213814
MWPM+GAT,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.534,1000,534,20260428_213814
GAT+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.584,1000,584,20260428_213814
GAT,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.703,1000,703,20260428_213814
MWPM+GAT,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.534,1000,534,20260428_213814
GAT+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.573,1000,573,20260428_213814
GAT,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.528,1000,528,20260428_213814
MWPM+GAT,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.473,1000,473,20260428_213814
GAT+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.507,1000,507,20260428_213814
GNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.688,1000,688,20260428_213814
MWPM+GNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.535,1000,535,20260428_213814
GNN+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.584,1000,584,20260428_213814
GNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.686,1000,686,20260428_213814
MWPM+GNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.535,1000,535,20260428_213814
GNN+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.579,1000,579,20260428_213814
GNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.681,1000,681,20260428_213814
MWPM+GNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.534,1000,534,20260428_213814
GNN+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.577,1000,577,20260428_213814
GraphMamba,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.29,1000,290,20260428_213814
MWPM+GraphMamba,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
GraphMamba+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.419,1000,419,20260428_213814
GraphMamba,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.293,1000,293,20260428_213814
MWPM+GraphMamba,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
GraphMamba+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.42,1000,420,20260428_213814
GraphMamba,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.294,1000,294,20260428_213814
MWPM+GraphMamba,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.447,1000,447,20260428_213814
GraphMamba+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.431,1000,431,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.5,1000,500,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.534,1000,534,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.554,1000,554,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.654,1000,654,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.534,1000,534,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.551,1000,551,20260428_213814
CNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.615,1000,615,20260428_213814
MWPM+CNN,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.534,1000,534,20260428_213814
CNN+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.565,1000,565,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.712,1000,712,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.534,1000,534,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.529,1000,529,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.712,1000,712,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.534,1000,534,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.533,1000,533,20260428_213814
GCNII,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.288,1000,288,20260428_213814
MWPM+GCNII,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.447,1000,447,20260428_213814
GCNII+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.471,1000,471,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.288,1000,288,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.447,1000,447,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.467,1000,467,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.288,1000,288,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.447,1000,447,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.471,1000,471,20260428_213814
APPNP,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.288,1000,288,20260428_213814
MWPM+APPNP,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.447,1000,447,20260428_213814
APPNP+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.488,1000,488,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.288,1000,288,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.419,1000,419,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.286,1000,286,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.418,1000,418,20260428_213814
GraphTransformer,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.288,1000,288,20260428_213814
MWPM+GraphTransformer,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.447,1000,447,20260428_213814
GraphTransformer+MWPM,3,3,ibm_aachen,1,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.421,1000,421,20260428_213814
GCN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.389,1000,389,20260428_213814
MWPM+GCN,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.534,1000,534,20260428_213814
GCN+MWPM,3,3,ibm_aachen,1,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.455,1000,455,20260428_213814
