Model,Distance,Num_Rounds,Backend,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,ibm_yonsei,1000,0,N/A,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.499000,1000,499,20260402_174541
GCNII,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.499000,1000,499,20260402_174541
GCNII,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.499000,1000,499,20260402_174541
GCNII,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.499000,1000,499,20260402_174541
APPNP,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.501000,1000,501,20260402_174541
APPNP,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.499000,1000,499,20260402_174541
APPNP,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.501000,1000,501,20260402_174541
GraphTransformer,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.499000,1000,499,20260402_174541
GraphTransformer,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.499000,1000,499,20260402_174541
GraphTransformer,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.490000,1000,490,20260402_174541
GCN,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.506000,1000,506,20260402_174541
GCN,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.506000,1000,506,20260402_174541
GCN,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.510000,1000,510,20260402_174541
GAT,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.499000,1000,499,20260402_174541
GAT,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.497000,1000,497,20260402_174541
GAT,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.475000,1000,475,20260402_174541
GNN,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.489000,1000,489,20260402_174541
GNN,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.496000,1000,496,20260402_174541
GNN,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.488000,1000,488,20260402_174541
GraphMamba,3,3,ibm_yonsei,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.500000,1000,500,20260402_174541
GraphMamba,3,3,ibm_yonsei,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.493000,1000,493,20260402_174541
GraphMamba,3,3,ibm_yonsei,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.490000,1000,490,20260402_174541
