Model,Distance,Num_Rounds,Noise_Model,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,5,5,forte-1,1000,0,N/A,N/A,0.153000,1000,153,20260426_073215
MWPM_Restriction,5,5,forte-1,1000,0,N/A,N/A,0.104000,1000,104,20260426_073215
CNN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260426_073215
MWPM+CNN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.106000,1000,106,20260426_073215
CNN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.155000,1000,155,20260426_073215
MWPM+CNN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.111000,1000,111,20260426_073215
CNN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.169000,1000,169,20260426_073215
MWPM+CNN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.104000,1000,104,20260426_073215
GCNII,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847000,1000,847,20260426_073215
MWPM+GCNII,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216000,1000,216,20260426_073215
GCNII,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847000,1000,847,20260426_073215
MWPM+GCNII,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216000,1000,216,20260426_073215
GCNII,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847000,1000,847,20260426_073215
MWPM+GCNII,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216000,1000,216,20260426_073215
APPNP,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847000,1000,847,20260426_073215
MWPM+APPNP,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216000,1000,216,20260426_073215
APPNP,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.847000,1000,847,20260426_073215
MWPM+APPNP,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216000,1000,216,20260426_073215
APPNP,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.302000,1000,302,20260426_073215
MWPM+APPNP,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260426_073215
GraphTransformer,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138000,1000,138,20260426_073215
MWPM+GraphTransformer,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.100000,1000,100,20260426_073215
GraphTransformer,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.142000,1000,142,20260426_073215
MWPM+GraphTransformer,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.102000,1000,102,20260426_073215
GraphTransformer,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.148000,1000,148,20260426_073215
MWPM+GraphTransformer,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.104000,1000,104,20260426_073215
GCN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.281000,1000,281,20260426_073215
MWPM+GCN,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.136000,1000,136,20260426_073215
GCN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.404000,1000,404,20260426_073215
MWPM+GCN,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.144000,1000,144,20260426_073215
GCN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.211000,1000,211,20260426_073215
MWPM+GCN,5,5,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.122000,1000,122,20260426_073215
GAT,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.177000,1000,177,20260426_073215
MWPM+GAT,5,5,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.114000,1000,114,20260426_073215
GAT,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.169000,1000,169,20260426_073215
MWPM+GAT,5,5,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.113000,1000,113,20260426_073215
