Model,Distance,Error_Rate(p),Error_Type,Noise,Best_ECR(%),Accuracy(%),Inference_Time(ms),Epochs,Learning_Rate,Train_Loss,Val_Loss
CNN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.64,69.07,0.0001,1,0.001,1.116317,1.072301
CNN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.44,70.60,0.0001,2,0.001,1.059014,1.043132
CNN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.48,70.45,0.0001,3,0.001,1.039368,1.033310
CNN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.88,72.38,0.0001,4,0.001,1.031079,1.027284
CNN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.65,71.88,0.0001,5,0.001,1.025704,1.023988
CNN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.54,73.17,0.0001,6,0.001,1.021860,1.022842
CNN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.39,71.61,0.0001,7,0.001,1.019148,1.020498
CNN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.12,71.93,0.0001,8,0.001,1.016707,1.019452
CNN,5,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.54,77.31,0.0001,1,0.001,0.977046,0.896907
CNN,5,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.38,78.70,0.0001,2,0.001,0.883778,0.866949
CNN,5,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.57,79.27,0.0001,3,0.001,0.860020,0.854074
CNN,5,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.06,80.47,0.0001,4,0.001,0.845503,0.845683
CNN,5,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.31,82.31,0.0001,5,0.001,0.835311,0.845124
CNN,5,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.45,81.44,0.0001,6,0.001,0.827452,0.838584
CNN,5,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.16,80.92,0.0001,7,0.001,0.820681,0.837673
CNN,5,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.08,80.95,0.0001,8,0.001,0.813789,0.836907
CNN,5,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.72,76.12,0.0001,1,0.001,0.984242,0.917564
CNN,5,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.24,79.66,0.0001,2,0.001,0.895106,0.882959
CNN,5,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.40,80.24,0.0001,3,0.001,0.870338,0.869526
CNN,5,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.79,80.04,0.0001,4,0.001,0.858741,0.863325
CNN,5,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.54,79.68,0.0001,5,0.001,0.851202,0.859233
CNN,5,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.61,80.79,0.0001,6,0.001,0.845054,0.855730
CNN,5,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,75.46,70.80,0.0001,1,0.001,1.068242,1.016473
CNN,5,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.98,72.73,0.0001,2,0.001,1.004266,0.993388
CNN,5,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.74,74.44,0.0001,3,0.001,0.990216,0.985035
CNN,5,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.77,73.93,0.0001,4,0.001,0.982763,0.979250
CNN,5,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.64,74.33,0.0001,5,0.001,0.977530,0.976234
CNN,5,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,75.42,73.69,0.0001,6,0.001,0.973782,0.973247
GAT,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.82,78.41,0.0003,1,0.001,0.908561,0.856206
GAT,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.49,78.26,0.0003,2,0.001,0.851618,0.830313
GAT,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.20,78.81,0.0003,3,0.001,0.834214,0.817232
GAT,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.50,80.75,0.0003,4,0.001,0.826970,0.810804
GAT,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.96,80.51,0.0003,5,0.001,0.824518,0.811202
GAT,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.03,82.72,0.0003,6,0.001,0.822037,0.808829
GAT,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.48,81.22,0.0003,7,0.001,0.820643,0.806805
GAT,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.36,81.54,0.0003,8,0.001,0.819713,0.804321
GAT,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.11,76.12,0.0003,1,0.001,0.908999,0.869672
GAT,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.79,79.91,0.0003,2,0.001,0.854295,0.850792
GAT,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.92,79.01,0.0003,3,0.001,0.845752,0.845619
GAT,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.34,80.94,0.0003,4,0.001,0.842442,0.844955
GAT,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.80,81.12,0.0003,5,0.001,0.839587,0.842582
GAT,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.73,81.38,0.0003,6,0.001,0.838119,0.840090
GAT,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,76.36,69.60,0.0003,1,0.001,1.000936,0.962374
GAT,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.80,72.22,0.0003,2,0.001,0.963423,0.955968
GAT,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.71,72.40,0.0003,3,0.001,0.960364,0.954472
GAT,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,68.04,77.43,0.0003,4,0.001,0.959523,0.955142
GAT,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,70.51,75.25,0.0003,5,0.001,0.959008,0.953807
GAT,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.96,71.83,0.0003,6,0.001,0.958151,0.953171
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.64,80.60,0.0004,1,0.001,0.969787,0.845965
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.35,78.61,0.0004,2,0.001,0.835234,0.829319
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.47,79.66,0.0004,3,0.001,0.822206,0.808261
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.47,79.71,0.0003,4,0.001,0.814215,0.801372
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.63,79.74,0.0002,5,0.001,0.810143,0.797297
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.25,81.23,0.0004,6,0.001,0.807799,0.797562
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,86.26,76.36,0.0004,7,0.001,0.806273,0.793189
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,84.28,78.79,0.0004,8,0.001,0.804567,0.793481
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.51,79.23,0.0004,9,0.001,0.803459,0.791587
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.85,82.12,0.0004,10,0.001,0.801971,0.790679
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,84.30,78.77,0.0004,11,0.001,0.801522,0.790169
GCN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,85.66,77.52,0.0004,12,0.001,0.801192,0.792130
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.74,79.93,0.0004,1,0.001,0.950186,0.858718
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.32,79.03,0.0004,2,0.001,0.839678,0.844462
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.30,80.95,0.0003,3,0.001,0.827185,0.833320
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.06,80.89,0.0002,4,0.001,0.821172,0.826139
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.70,78.01,0.0003,5,0.001,0.817975,0.826595
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.09,82.01,0.0004,6,0.001,0.815529,0.823222
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.78,78.88,0.0004,7,0.001,0.813498,0.818544
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.19,80.50,0.0004,8,0.001,0.812270,0.818942
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.24,81.65,0.0004,9,0.001,0.811094,0.816650
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.48,77.22,0.0004,10,0.001,0.810192,0.818326
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.17,80.22,0.0004,11,0.001,0.809504,0.816046
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.47,78.49,0.0004,12,0.001,0.808567,0.817463
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.00,82.07,0.0004,13,0.001,0.808270,0.816843
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.39,79.37,0.0004,14,0.001,0.808071,0.817230
GCN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.04,81.03,0.0002,15,0.001,0.807585,0.813535
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.01,72.61,0.0003,1,0.001,0.989749,0.952152
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,73.33,72.33,0.0002,2,0.001,0.952163,0.947854
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.47,73.53,0.0004,3,0.001,0.948259,0.943444
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,71.89,73.83,0.0004,4,0.001,0.945683,0.943380
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.70,68.96,0.0004,5,0.001,0.943876,0.942219
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,71.18,74.57,0.0004,6,0.001,0.942750,0.941824
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.92,72.94,0.0004,7,0.001,0.941691,0.940806
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,76.10,70.19,0.0004,8,0.001,0.940840,0.941162
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,68.83,76.73,0.0004,9,0.001,0.940160,0.939811
GCN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,75.59,70.82,0.0004,10,0.001,0.939411,0.940422
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,51.90,52.31,0.0002,1,0.001,3.445452,1.372944
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,62.30,48.34,0.0002,2,0.001,1.369045,1.352806
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,69.49,64.58,0.0002,3,0.001,1.281336,1.209329
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,76.44,63.89,0.0002,4,0.001,1.184848,1.154760
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,76.32,66.14,0.0002,5,0.001,1.145597,1.129380
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,71.55,71.18,0.0002,6,0.001,1.120594,1.122690
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.53,63.93,0.0002,7,0.001,1.111241,1.101876
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,67.59,73.48,0.0002,8,0.001,1.098809,1.128444
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.60,66.28,0.0002,9,0.001,1.092476,1.100621
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.52,66.21,0.0002,10,0.001,1.085032,1.088181
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.26,65.44,0.0002,11,0.001,1.074603,1.069883
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.59,66.50,0.0002,12,0.001,1.065510,1.073148
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.26,69.57,0.0002,13,0.001,1.062831,1.058224
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.06,71.22,0.0002,14,0.001,1.052179,1.057753
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.57,71.04,0.0002,15,0.001,1.047860,1.055493
GCN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.70,71.04,0.0002,16,0.001,1.043018,1.044287
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,66.59,56.53,0.0002,1,0.001,13.459460,1.322143
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,64.94,66.12,0.0002,2,0.001,1.262895,1.248870
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,65.30,69.52,0.0002,3,0.001,1.211501,1.214093
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,68.08,70.11,0.0002,4,0.001,1.175989,1.177715
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,71.54,68.74,0.0002,5,0.001,1.157001,1.162179
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,75.49,66.96,0.0002,6,0.001,1.141111,1.144989
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.76,65.12,0.0002,7,0.001,1.128080,1.141487
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.22,63.99,0.0002,8,0.001,1.119081,1.123483
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.53,67.11,0.0002,9,0.001,1.109926,1.113790
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.18,61.72,0.0002,10,0.001,1.099832,1.111880
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.84,67.58,0.0002,11,0.001,1.095912,1.098384
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,85.23,60.11,0.0002,12,0.001,1.086679,1.121678
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,75.18,69.83,0.0002,13,0.001,1.081153,1.099153
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.74,66.96,0.0002,14,0.001,1.078713,1.096781
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.99,62.04,0.0002,15,0.001,1.073484,1.102747
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.47,64.70,0.0002,16,0.001,1.071193,1.087350
GCN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,76.76,71.51,0.0002,17,0.001,1.063320,1.069370
GCN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,60.86,59.02,0.0002,1,0.001,14.122120,1.260251
GCN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.89,54.82,0.0002,2,0.001,1.229490,1.214673
GCN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,68.58,60.22,0.0002,3,0.001,1.202438,1.199213
GCN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.09,58.71,0.0002,4,0.001,1.190030,1.188593
GCN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.62,59.75,0.0002,5,0.001,1.179478,1.171320
GCN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,71.72,59.52,0.0002,6,0.001,1.172079,1.180129
GCN,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,71.45,62.15,0.0002,7,0.001,1.167281,1.162076
GCNII,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.12,71.23,0.0014,1,0.001,nan,107270430.530612
GCNII,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.12,71.23,0.0015,2,0.001,nan,107270430.530612
GCNII,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.12,71.23,0.0025,3,0.001,nan,107270430.530612
GCNII,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.12,71.23,0.0025,4,0.001,nan,107270430.530612
GCNII,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.12,71.23,0.0015,5,0.001,nan,107270430.530612
GCNII,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.12,71.23,0.0014,6,0.001,nan,107270430.530612
GCNII,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.33,66.25,0.0026,1,0.001,nan,75234453.469388
GCNII,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.33,66.25,0.0025,2,0.001,nan,75234453.469388
GCNII,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.33,66.25,0.0013,3,0.001,nan,75234453.469388
GCNII,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.33,66.25,0.0014,4,0.001,nan,75234453.469388
GCNII,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.33,66.25,0.0025,5,0.001,nan,75234453.469388
GCNII,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,30.33,66.25,0.0025,6,0.001,nan,75234453.469388
GCNII,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,42.60,56.40,0.0014,1,0.001,nan,253795873.959184
GCNII,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,42.60,56.40,0.0014,2,0.001,nan,253795873.959184
GCNII,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,42.60,56.40,0.0025,3,0.001,nan,253795873.959184
GCNII,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,42.60,56.40,0.0025,4,0.001,nan,253795873.959184
GCNII,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,42.60,56.40,0.0025,5,0.001,nan,253795873.959184
GCNII,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,42.60,56.40,0.0025,6,0.001,nan,253795873.959184
GCNII,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.60,40.42,0.0012,1,0.001,nan,1022775986802.938721
GCNII,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.60,40.42,0.0012,2,0.001,nan,1022775986802.938721
GCNII,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.60,40.42,0.0012,3,0.001,nan,1022775986802.938721
GCNII,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.60,40.42,0.0012,4,0.001,nan,1022775986802.938721
GCNII,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.60,40.42,0.0012,5,0.001,nan,1022775986802.938721
GCNII,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.60,40.42,0.0012,6,0.001,nan,1022775986802.938721
GCNII,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.84,56.48,0.0012,1,0.001,nan,1119687689195.102051
GCNII,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.84,56.48,0.0012,2,0.001,nan,1119687689195.102051
GCNII,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.84,56.48,0.0012,3,0.001,nan,1119687689195.102051
GCNII,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.84,56.48,0.0012,4,0.001,nan,1119687689195.102051
GCNII,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.84,56.48,0.0012,5,0.001,nan,1119687689195.102051
GCNII,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,43.84,56.48,0.0012,6,0.001,nan,1119687689195.102051
GCNII,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.50,41.49,0.0012,1,0.001,nan,740194062252.408203
GCNII,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.50,41.49,0.0012,2,0.001,nan,740194062252.408203
GCNII,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.50,41.49,0.0012,3,0.001,nan,740194062252.408203
GCNII,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.50,41.49,0.0012,4,0.001,nan,740194062252.408203
GCNII,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.50,41.49,0.0012,5,0.001,nan,740194062252.408203
GCNII,7,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,59.50,41.49,0.0012,6,0.001,nan,740194062252.408203
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.77,69.59,0.0005,1,0.001,1.143023,1.024407
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.30,69.20,0.0005,2,0.001,1.015156,0.988136
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.44,69.30,0.0005,3,0.001,0.999385,0.988049
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.12,71.32,0.0003,4,0.001,0.990527,0.978197
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.33,72.32,0.0003,5,0.001,0.985663,0.975839
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.26,69.87,0.0003,6,0.001,0.979962,0.970313
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.23,74.33,0.0005,7,0.001,0.964425,0.930074
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.01,76.31,0.0005,8,0.001,0.935813,0.918001
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.29,73.53,0.0005,9,0.001,0.922931,0.904198
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.02,75.18,0.0005,10,0.001,0.918497,0.905744
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,81.00,75.81,0.0005,11,0.001,0.913293,0.894610
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.20,73.21,0.0005,12,0.001,0.908281,0.892812
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.91,76.23,0.0005,13,0.001,0.904964,0.889844
GNN,3,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,82.01,74.97,0.0005,14,0.001,0.902727,0.890608
GNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,84.03,62.72,0.0005,1,0.001,1.158173,1.058819
GNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.08,70.14,0.0005,2,0.001,1.022647,1.018959
GNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,78.95,71.17,0.0005,3,0.001,1.005351,1.001187
GNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,83.07,66.98,0.0005,4,0.001,0.997765,1.000495
GNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,79.31,70.95,0.0003,5,0.001,0.992548,0.995650
GNN,3,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.83,72.42,0.0004,6,0.001,0.983158,0.985649
GNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,80.56,58.27,0.0003,1,0.001,1.127740,1.091244
GNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.37,61.68,0.0005,2,0.001,1.085635,1.081033
GNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,75.33,64.02,0.0005,3,0.001,1.078634,1.073539
GNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,77.10,64.60,0.0005,4,0.001,1.053363,1.031769
GNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,75.31,66.42,0.0005,5,0.001,1.028737,1.022340
GNN,3,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,70.30,70.53,0.0005,6,0.001,1.021547,1.030583
GNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,62.57,62.41,0.0003,1,0.001,1.320557,1.276335
GNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,74.87,53.86,0.0003,2,0.001,1.267557,1.254858
GNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,71.64,58.73,0.0003,3,0.001,1.245995,1.238008
GNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,67.79,63.47,0.0003,4,0.001,1.234567,1.227596
GNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,69.03,62.87,0.0003,5,0.001,1.228816,1.221177
GNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,71.01,61.95,0.0003,6,0.001,1.223184,1.214907
GNN,7,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,72.57,63.20,0.0003,7,0.001,1.211064,1.193124
GNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,64.98,60.15,0.0003,1,0.001,1.307399,1.282036
GNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,68.66,60.01,0.0003,2,0.001,1.255652,1.260164
GNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,68.00,61.85,0.0003,3,0.001,1.237754,1.249555
GNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,69.87,60.24,0.0003,4,0.001,1.231656,1.245485
GNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,64.85,65.38,0.0003,5,0.001,1.227384,1.244120
GNN,7,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,68.21,62.34,0.0003,6,0.001,1.225325,1.239484
