code,noise,Distance,Error_Rate(p),Error_Type,model,Best_ECR(%),Accuracy(%),Inference_Time(ms),Epochs,Learning_Rate,Train_Loss,Val_Loss
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GNN,82.66,71.01,0.0006,18,0.001,0.919177,0.926504
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GNN,83.68,70.64,0.0005,19,0.001,0.915241,0.916976
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,69.66,98.28,0.0024,1,0.0001,0.114326,0.105919
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,70.66,98.26,0.0014,2,0.0001,0.105892,0.104548
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,69.89,98.37,0.0015,3,0.0001,0.105038,0.103902
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,70.03,98.35,0.0027,4,0.0001,0.10458,0.104496
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,70.32,98.34,0.0022,5,0.0001,0.104322,0.103823
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,71.12,98.26,0.0014,6,0.0001,0.10405,0.103796
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,70.72,98.3,0.0022,7,0.0001,0.103902,0.103577
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,69.91,98.36,0.0023,8,0.0001,0.10374,0.103489
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,70.83,98.3,0.0023,9,0.0001,0.103626,0.103359
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,71.72,98.25,0.0013,10,0.0001,0.103483,0.103295
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,71.23,98.29,0.0022,11,0.0001,0.103343,0.103394
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,70.63,98.33,0.0023,12,0.0001,0.103245,0.103466
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,70.63,98.32,0.0012,13,0.0001,0.103172,0.10354
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,71.43,98.27,0.0023,14,0.0001,0.10305,0.103655
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.005,X,GraphMamba,71.55,98.27,0.0014,15,0.0001,0.102938,0.103389
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,71.13,97.82,0.0016,1,0.0001,0.147194,0.135987
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,70.13,97.91,0.0023,2,0.0001,0.137508,0.134793
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,71.95,97.79,0.0023,3,0.0001,0.136605,0.134401
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,71.33,97.86,0.0012,4,0.0001,0.136112,0.13393
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,71.81,97.82,0.0023,5,0.0001,0.135774,0.133673
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,72.27,97.79,0.0014,6,0.0001,0.135537,0.133297
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,71.71,97.86,0.0023,7,0.0001,0.13536,0.133403
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,72.13,97.83,0.0023,8,0.0001,0.135215,0.133224
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,71.71,97.84,0.0012,9,0.0001,0.135052,0.133274
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,71.29,97.88,0.0023,10,0.0001,0.134949,0.133462
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.01,X,GraphMamba,72.01,97.82,0.0013,11,0.0001,0.134823,0.133061
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.05,X,GraphMamba,59.32,95.11,0.0012,1,0.0001,0.323684,0.312474
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.05,X,GraphMamba,59.58,95.14,0.0023,2,0.0001,0.313853,0.311283
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.05,X,GraphMamba,59.45,95.15,0.0013,3,0.0001,0.312895,0.310792
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.05,X,GraphMamba,59.45,95.17,0.0023,4,0.0001,0.312404,0.310386
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.05,X,GraphMamba,59.33,95.19,0.0024,5,0.0001,0.312088,0.310557
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.05,X,GraphMamba,59.44,95.18,0.0013,6,0.0001,0.311856,0.310255
color_code,dp0.001_mf0.01_rf0.01_gd0.008,3,0.05,X,GraphMamba,59.14,95.22,0.0023,7,0.0001,0.311699,0.310315
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,51.97,98.02,0.0019,1,0.0001,0.180425,0.1423
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,53.34,98.11,0.0015,2,0.0001,0.142184,0.139104
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,53.61,98.11,0.0015,3,0.0001,0.13831,0.136122
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,52.96,98.2,0.0013,4,0.0001,0.134212,0.13306
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,51.25,98.3,0.0012,5,0.0001,0.130108,0.130919
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,53.26,98.22,0.0013,6,0.0001,0.126349,0.128755
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,53.69,98.21,0.0015,7,0.0001,0.122695,0.127626
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,54.43,98.18,0.0015,8,0.0001,0.119086,0.127087
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,53.39,98.22,0.0015,9,0.0001,0.114996,0.12796
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,53.42,98.21,0.0015,10,0.0001,0.110621,0.12865
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,52.42,98.2,0.0015,11,0.0001,0.105486,0.130474
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,49.62,98.28,0.0015,12,0.0001,0.099974,0.134573
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.005,X,GraphMamba,46.94,98.36,0.0016,13,0.0001,0.094165,0.138466
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,54.44,97.41,0.0015,1,0.0001,0.232096,0.185048
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,56.72,97.41,0.0015,2,0.0001,0.18552,0.179323
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,57.52,97.44,0.0015,3,0.0001,0.178129,0.172504
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,57.68,97.56,0.0016,4,0.0001,0.171073,0.1672
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,59.48,97.5,0.0013,5,0.0001,0.165649,0.163755
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,60.85,97.44,0.0013,6,0.0001,0.161611,0.161394
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,59.36,97.6,0.0012,7,0.0001,0.158284,0.160617
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,60.29,97.55,0.0013,8,0.0001,0.155232,0.159481
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,60.17,97.55,0.0015,9,0.0001,0.152359,0.159391
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,60.26,97.55,0.0013,10,0.0001,0.149289,0.159194
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.01,X,GraphMamba,60.4,97.51,0.0013,11,0.0001,0.146108,0.160072
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,44.4,92.7,0.0015,1,0.0001,0.44221,0.400668
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,47.22,93.15,0.0012,2,0.0001,0.392224,0.377581
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,50.4,93.17,0.0015,3,0.0001,0.37389,0.365323
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,51.76,93.24,0.0012,4,0.0001,0.365045,0.359165
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,52.05,93.36,0.0015,5,0.0001,0.360078,0.355809
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,52.17,93.44,0.0012,6,0.0001,0.356367,0.35354
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,52.71,93.44,0.0012,7,0.0001,0.353204,0.351032
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,53.16,93.44,0.0015,8,0.0001,0.350453,0.349041
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,53.41,93.44,0.0013,9,0.0001,0.347964,0.347694
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,53.23,93.51,0.0012,10,0.0001,0.345952,0.347132
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,52.8,93.61,0.0012,11,0.0001,0.343894,0.346438
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,53.37,93.52,0.0012,12,0.0001,0.341722,0.345612
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,54.12,93.43,0.0012,13,0.0001,0.339451,0.344692
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,54.02,93.45,0.0012,14,0.0001,0.337198,0.344634
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,54.37,93.38,0.0012,15,0.0001,0.334837,0.344799
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,54.03,93.42,0.0013,16,0.0001,0.332365,0.345262
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,53.99,93.42,0.0013,17,0.0001,0.330064,0.346331
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,53.6,93.43,0.0015,18,0.0001,0.327559,0.347907
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,53.58,93.4,0.0012,19,0.0001,0.324986,0.349046
color_code,dp0.001_mf0.01_rf0.01_gd0.008,7,0.05,X,GraphMamba,54.09,93.3,0.0012,20,0.0001,0.322615,0.349227
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,54.54,98.17,0.0018,1,0.0001,0.16993,0.136054
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,56.89,98.23,0.0012,2,0.0001,0.133739,0.130066
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,59.18,98.18,0.0013,3,0.0001,0.126169,0.12344
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,61.39,98.15,0.0013,4,0.0001,0.120333,0.119632
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,61.86,98.17,0.0013,5,0.0001,0.116579,0.117808
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,61.63,98.23,0.0013,6,0.0001,0.113967,0.116317
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,63.87,98.09,0.0013,7,0.0001,0.111646,0.116178
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,61.84,98.22,0.0013,8,0.0001,0.10947,0.116273
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.45,98.18,0.0012,9,0.0001,0.107377,0.115584
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.36,98.18,0.0013,10,0.0001,0.105149,0.115902
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,60.9,98.23,0.0013,11,0.0001,0.10301,0.117492
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,61.66,98.17,0.0012,12,0.0001,0.100685,0.11799
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,59.29,97.52,0.0013,1,0.0001,0.21802,0.174931
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,62.39,97.47,0.0013,2,0.0001,0.168761,0.160349
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.17,97.42,0.0012,3,0.0001,0.15693,0.152845
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.3,97.5,0.0013,4,0.0001,0.151345,0.149909
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.93,97.42,0.0013,5,0.0001,0.147836,0.14788
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.89,97.54,0.0013,6,0.0001,0.145249,0.146475
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.42,97.61,0.0013,7,0.0001,0.142995,0.145882
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.66,97.62,0.0013,8,0.0001,0.140906,0.14576
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.78,97.63,0.0013,9,0.0001,0.139031,0.145404
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.12,97.59,0.0013,10,0.0001,0.137281,0.14488
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,53.65,93.43,0.0013,1,0.0001,0.41573,0.356042
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,56.68,93.56,0.0012,2,0.0001,0.345422,0.335366
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,58.15,93.58,0.0013,3,0.0001,0.33344,0.328231
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,58.73,93.64,0.0012,4,0.0001,0.327828,0.324296
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.23,93.66,0.0013,5,0.0001,0.324456,0.322328
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.2,93.74,0.0013,6,0.0001,0.32202,0.320638
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,58.83,93.86,0.0012,7,0.0001,0.320094,0.319662
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.03,93.71,0.0013,8,0.0001,0.318555,0.318455
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.29,93.87,0.0012,9,0.0001,0.317083,0.318161
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.36,93.91,0.0013,10,0.0001,0.315737,0.318487
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.45,93.91,0.0013,11,0.0001,0.314477,0.316375
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.4,93.94,0.0013,12,0.0001,0.313283,0.316208
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.31,93.8,0.0013,13,0.0001,0.311993,0.315916
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.44,93.96,0.0012,14,0.0001,0.310752,0.315929
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.03,93.91,0.0013,15,0.0001,0.309669,0.315471
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.46,93.85,0.0013,16,0.0001,0.308619,0.314978
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.5,93.84,0.0013,17,0.0001,0.307596,0.315212
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.95,93.95,0.0013,18,0.0001,0.306584,0.315244
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.32,93.85,0.0013,19,0.0001,0.305691,0.316033
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.43,93.86,0.0012,20,0.0001,0.304643,0.316275
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.08,93.9,0.0012,21,0.0001,0.303618,0.316992
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.7,93.97,0.0012,22,0.0001,0.302664,0.316761
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,57.6,98.08,0.0018,1,0.0001,0.169718,0.136725
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,57.17,98.16,0.0013,2,0.0001,0.134487,0.131434
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,58.26,98.22,0.0014,3,0.0001,0.127395,0.124816
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,60.2,98.2,0.0015,4,0.0001,0.121628,0.120611
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,61.49,98.16,0.0016,5,0.0001,0.117897,0.118695
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,63.1,98.1,0.0014,6,0.0001,0.115387,0.117195
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,63.39,98.11,0.0014,7,0.0001,0.113326,0.116503
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.74,98.17,0.0013,8,0.0001,0.111304,0.116229
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.37,98.17,0.0014,9,0.0001,0.109317,0.116104
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,63.16,98.15,0.0013,10,0.0001,0.107466,0.115782
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,60.94,98.26,0.0013,11,0.0001,0.105384,0.116437
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,60.69,98.25,0.0013,12,0.0001,0.103593,0.117397
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,60.79,97.28,0.0013,1,0.0001,0.21912,0.17725
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,62.56,97.45,0.0013,2,0.0001,0.170595,0.161141
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,63.62,97.52,0.0012,3,0.0001,0.157869,0.153589
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.51,97.46,0.0013,4,0.0001,0.152168,0.150251
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.2,97.48,0.0013,5,0.0001,0.148689,0.148298
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,64.7,97.63,0.0013,6,0.0001,0.146075,0.147117
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.87,97.58,0.0013,7,0.0001,0.143745,0.145765
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.98,97.56,0.0013,8,0.0001,0.141722,0.14561
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.41,97.56,0.0013,9,0.0001,0.139994,0.145384
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.66,97.55,0.0013,10,0.0001,0.1382,0.144904
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.39,97.56,0.0013,11,0.0001,0.136437,0.14507
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.86,97.54,0.0013,12,0.0001,0.134669,0.14534
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,67.01,97.51,0.0013,13,0.0001,0.133186,0.145527
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.95,97.6,0.0013,14,0.0001,0.131537,0.146336
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.31,97.55,0.0013,15,0.0001,0.13006,0.146794
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.57,97.6,0.0013,16,0.0001,0.128452,0.147973
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,64.75,97.65,0.0012,17,0.0001,0.126775,0.149196
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,64.71,97.64,0.0013,18,0.0001,0.125227,0.150227
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,51.95,93.41,0.0013,1,0.0001,0.414739,0.362313
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,55.79,93.66,0.0012,2,0.0001,0.349007,0.337966
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,57.37,93.67,0.0013,3,0.0001,0.335419,0.329867
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.12,93.55,0.0013,4,0.0001,0.329101,0.325287
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,57.8,93.87,0.0013,5,0.0001,0.325236,0.322548
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.45,93.64,0.0012,6,0.0001,0.322537,0.321135
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,58.5,93.91,0.0013,7,0.0001,0.320316,0.320281
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.13,93.84,0.0013,8,0.0001,0.318551,0.318837
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,60.39,93.69,0.0013,9,0.0001,0.316803,0.317795
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.97,93.81,0.0013,10,0.0001,0.315125,0.3169
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.84,93.86,0.0013,11,0.0001,0.313568,0.31652
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.88,93.88,0.0013,12,0.0001,0.312005,0.315945
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.81,93.92,0.0013,13,0.0001,0.310609,0.31584
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.05,X,GraphMamba,59.13,94.02,0.0013,14,0.0001,0.309319,0.315878
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,61.03,97.9,0.0033,1,0.0001,0.176547,0.136211
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,59.06,98.13,0.0024,2,0.0001,0.133891,0.130229
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,60.93,98.08,0.0026,3,0.0001,0.126439,0.123421
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,60.39,98.22,0.0024,4,0.0001,0.120486,0.119563
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.68,98.12,0.0025,5,0.0001,0.116842,0.117513
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,64.0,98.05,0.0027,6,0.0001,0.1142,0.116817
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.26,98.17,0.0026,7,0.0001,0.11211,0.116464
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.49,98.19,0.0025,8,0.0001,0.110018,0.116014
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.39,98.18,0.0025,9,0.0001,0.107961,0.116096
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,62.41,98.15,0.0024,10,0.0001,0.105983,0.116228
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.005,X,GraphMamba,60.66,98.25,0.0026,11,0.0001,0.103807,0.116841
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,61.0,97.35,0.0025,1,0.0001,0.217056,0.175217
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,63.03,97.42,0.0013,2,0.0001,0.168639,0.160078
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.19,97.42,0.0013,3,0.0001,0.157026,0.153054
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.65,97.49,0.0018,4,0.0001,0.151309,0.149495
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,65.9,97.53,0.0024,5,0.0001,0.147989,0.147538
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.12,97.55,0.0025,6,0.0001,0.14542,0.146705
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.73,97.53,0.0024,7,0.0001,0.143309,0.145272
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.1,97.59,0.0025,8,0.0001,0.141394,0.145458
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,67.06,97.54,0.0025,9,0.0001,0.139673,0.144823
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,66.61,97.58,0.0026,10,0.0001,0.137938,0.145126
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,67.58,97.49,0.0026,11,0.0001,0.136322,0.144739
color_code,dp0.001_mf0.01_rf0.01_gd0.008,5,0.01,X,GraphMamba,67.79,97.5,0.0026,12,0.0001,0.134711,0.145007
