Model,Distance,Num_Rounds,Noise_Model,Run,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
MWPM+GraphMamba,3,3,forte-1,2,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.143,1000,143,20260415_211542
CNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.236,1000,236,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.15,1000,150,20260415_211542
CNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.215,1000,215,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.145,1000,145,20260415_211542
CNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.216,1000,216,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.147,1000,147,20260415_211542
GCNII,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.174,1000,174,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.151,1000,151,20260415_211542
GCNII,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.826,1000,826,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260415_211542
GCNII,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.826,1000,826,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260415_211542
APPNP,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.174,1000,174,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.151,1000,151,20260415_211542
APPNP,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.174,1000,174,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.151,1000,151,20260415_211542
APPNP,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.826,1000,826,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.167,1000,167,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.149,1000,149,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.178,1000,178,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.147,1000,147,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.177,1000,177,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.144,1000,144,20260415_211542
GCN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.174,1000,174,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.151,1000,151,20260415_211542
GCN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.82,1000,820,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260415_211542
GCN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.806,1000,806,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.159,1000,159,20260415_211542
GAT,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.277,1000,277,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.154,1000,154,20260415_211542
GAT,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.294,1000,294,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.151,1000,151,20260415_211542
GAT,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.257,1000,257,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.15,1000,150,20260415_211542
GNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.332,1000,332,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_211542
GNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.251,1000,251,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.148,1000,148,20260415_211542
GNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.174,1000,174,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.151,1000,151,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.17,1000,170,20260415_211542
MWPM+GraphMamba,3,3,forte-1,2,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.148,1000,148,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.172,1000,172,20260415_211542
MWPM+GraphMamba,3,3,forte-1,2,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.147,1000,147,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.174,1000,174,20260415_211542
MWPM+GraphMamba,3,3,forte-1,2,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.145,1000,145,20260415_211542
CNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.212,1000,212,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.146,1000,146,20260415_211542
CNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.214,1000,214,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.147,1000,147,20260415_211542
CNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.213,1000,213,20260415_211542
MWPM+CNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.147,1000,147,20260415_211542
GCNII,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.826,1000,826,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.16,1000,160,20260415_211542
GCNII,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.826,1000,826,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.16,1000,160,20260415_211542
GCNII,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.783,1000,783,20260415_211542
MWPM+GCNII,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.158,1000,158,20260415_211542
APPNP,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.174,1000,174,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.151,1000,151,20260415_211542
APPNP,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.826,1000,826,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.16,1000,160,20260415_211542
APPNP,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.174,1000,174,20260415_211542
MWPM+APPNP,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.151,1000,151,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.174,1000,174,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.151,1000,151,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.175,1000,175,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.149,1000,149,20260415_211542
GraphTransformer,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.17,1000,170,20260415_211542
MWPM+GraphTransformer,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.145,1000,145,20260415_211542
GCN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.735,1000,735,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.159,1000,159,20260415_211542
GCN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.656,1000,656,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.163,1000,163,20260415_211542
GCN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.294,1000,294,20260415_211542
MWPM+GCN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.151,1000,151,20260415_211542
GAT,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.202,1000,202,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.146,1000,146,20260415_211542
GAT,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.237,1000,237,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.144,1000,144,20260415_211542
GAT,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.176,1000,176,20260415_211542
MWPM+GAT,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.149,1000,149,20260415_211542
GNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.252,1000,252,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.149,1000,149,20260415_211542
GNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.217,1000,217,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.151,1000,151,20260415_211542
GNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.186,1000,186,20260415_211542
MWPM+GNN,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.153,1000,153,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.177,1000,177,20260415_211542
MWPM+GraphMamba,3,3,forte-1,2,1000,0.005,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.151,1000,151,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.172,1000,172,20260415_211542
MWPM+GraphMamba,3,3,forte-1,2,1000,0.01,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.149,1000,149,20260415_211542
GraphMamba,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.169,1000,169,20260415_211542
MWPM+GraphMamba,3,3,forte-1,2,1000,0.05,X,realistic/dp0.01_mf0.05_rf0.05_gd0.01,0.144,1000,144,20260415_211542
No_Correction,3,3,forte-1,3,1000,0.0,,,0.179,1000,179,20260415_213156
MWPM_Restriction,3,3,forte-1,3,1000,0.0,,,0.157,1000,157,20260415_213156
CNN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216,1000,216,20260415_213156
MWPM+CNN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.162,1000,162,20260415_213156
CNN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.224,1000,224,20260415_213156
MWPM+CNN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.158,1000,158,20260415_213156
CNN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.221,1000,221,20260415_213156
MWPM+CNN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_213156
GCNII,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.179,1000,179,20260415_213156
MWPM+GCNII,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157,1000,157,20260415_213156
GCNII,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.179,1000,179,20260415_213156
MWPM+GCNII,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157,1000,157,20260415_213156
GCNII,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.179,1000,179,20260415_213156
MWPM+GCNII,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157,1000,157,20260415_213156
APPNP,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.179,1000,179,20260415_213156
MWPM+APPNP,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157,1000,157,20260415_213156
APPNP,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.179,1000,179,20260415_213156
MWPM+APPNP,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157,1000,157,20260415_213156
APPNP,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.819,1000,819,20260415_213156
MWPM+APPNP,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.16,1000,160,20260415_213156
GraphTransformer,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.173,1000,173,20260415_213156
MWPM+GraphTransformer,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.159,1000,159,20260415_213156
GraphTransformer,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.169,1000,169,20260415_213156
MWPM+GraphTransformer,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.158,1000,158,20260415_213156
GraphTransformer,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.163,1000,163,20260415_213156
MWPM+GraphTransformer,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157,1000,157,20260415_213156
GCN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.219,1000,219,20260415_213156
MWPM+GCN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156,1000,156,20260415_213156
GCN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.822,1000,822,20260415_213156
MWPM+GCN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_213156
GCN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.702,1000,702,20260415_213156
MWPM+GCN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.165,1000,165,20260415_213156
GAT,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.268,1000,268,20260415_213156
MWPM+GAT,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161,1000,161,20260415_213156
GAT,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.224,1000,224,20260415_213156
MWPM+GAT,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.16,1000,160,20260415_213156
GAT,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.216,1000,216,20260415_213156
MWPM+GAT,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.158,1000,158,20260415_213156
GNN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.351,1000,351,20260415_213156
MWPM+GNN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.158,1000,158,20260415_213156
GNN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.302,1000,302,20260415_213156
MWPM+GNN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.153,1000,153,20260415_213156
GNN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.206,1000,206,20260415_213156
MWPM+GNN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156,1000,156,20260415_213156
GraphMamba,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.162,1000,162,20260415_213156
MWPM+GraphMamba,3,3,forte-1,3,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.159,1000,159,20260415_213156
GraphMamba,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.165,1000,165,20260415_213156
MWPM+GraphMamba,3,3,forte-1,3,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.159,1000,159,20260415_213156
GraphMamba,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.174,1000,174,20260415_213156
MWPM+GraphMamba,3,3,forte-1,3,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.159,1000,159,20260415_213156
CNN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.236,1000,236,20260415_213156
MWPM+CNN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.163,1000,163,20260415_213156
CNN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.226,1000,226,20260415_213156
MWPM+CNN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.158,1000,158,20260415_213156
CNN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.213,1000,213,20260415_213156
MWPM+CNN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_213156
GCNII,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.179,1000,179,20260415_213156
MWPM+GCNII,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_213156
GCNII,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.821,1000,821,20260415_213156
MWPM+GCNII,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_213156
GCNII,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.821,1000,821,20260415_213156
MWPM+GCNII,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_213156
APPNP,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.179,1000,179,20260415_213156
MWPM+APPNP,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_213156
APPNP,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.179,1000,179,20260415_213156
MWPM+APPNP,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_213156
APPNP,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.821,1000,821,20260415_213156
MWPM+APPNP,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161,1000,161,20260415_213156
GraphTransformer,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.172,1000,172,20260415_213156
MWPM+GraphTransformer,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.159,1000,159,20260415_213156
GraphTransformer,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.165,1000,165,20260415_213156
MWPM+GraphTransformer,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.159,1000,159,20260415_213156
GraphTransformer,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.167,1000,167,20260415_213156
MWPM+GraphTransformer,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.158,1000,158,20260415_213156
GCN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.18,1000,180,20260415_213156
MWPM+GCN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.156,1000,156,20260415_213156
GCN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.813,1000,813,20260415_213156
MWPM+GCN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.16,1000,160,20260415_213156
GCN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.815,1000,815,20260415_213156
MWPM+GCN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.163,1000,163,20260415_213156
GAT,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.282,1000,282,20260415_213156
MWPM+GAT,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.155,1000,155,20260415_213156
GAT,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.299,1000,299,20260415_213156
MWPM+GAT,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.158,1000,158,20260415_213156
GAT,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.256,1000,256,20260415_213156
MWPM+GAT,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_213156
GNN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.346,1000,346,20260415_213156
MWPM+GNN,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.154,1000,154,20260415_213156
GNN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.223,1000,223,20260415_213156
MWPM+GNN,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.155,1000,155,20260415_213156
GNN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.179,1000,179,20260415_213156
MWPM+GNN,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157,1000,157,20260415_213156
GraphMamba,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.172,1000,172,20260415_213156
MWPM+GraphMamba,3,3,forte-1,3,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.159,1000,159,20260415_213156
GraphMamba,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.163,1000,163,20260415_213156
MWPM+GraphMamba,3,3,forte-1,3,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.158,1000,158,20260415_213156
GraphMamba,3,3,forte-1,3,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.158,1000,158,20260415_213156
