Model,Distance,Num_Rounds,Noise_Model,Shots,Stim_Error_Rate,Stim_Error_Type,Weight_Noise,Logical_Error_Rate,Total_Shots,Logical_Errors,Timestamp
No_Correction,3,3,forte-1,1000,0,N/A,N/A,0.161000,1000,161,20260415_210004
MWPM_Restriction,3,3,forte-1,1000,0,N/A,N/A,0.135000,1000,135,20260415_210004
CNN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.185000,1000,185,20260415_210004
MWPM+CNN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.139000,1000,139,20260415_210004
CNN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.201000,1000,201,20260415_210004
MWPM+CNN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.140000,1000,140,20260415_210004
CNN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.177000,1000,177,20260415_210004
MWPM+CNN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.137000,1000,137,20260415_210004
GCNII,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260415_210004
MWPM+GCNII,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135000,1000,135,20260415_210004
GCNII,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260415_210004
MWPM+GCNII,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135000,1000,135,20260415_210004
GCNII,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260415_210004
MWPM+GCNII,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135000,1000,135,20260415_210004
APPNP,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135000,1000,135,20260415_210004
APPNP,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.161000,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135000,1000,135,20260415_210004
APPNP,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.830000,1000,830,20260415_210004
MWPM+APPNP,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157000,1000,157,20260415_210004
GraphTransformer,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.151000,1000,151,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.136000,1000,136,20260415_210004
GraphTransformer,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.159000,1000,159,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138000,1000,138,20260415_210004
GraphTransformer,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.148000,1000,148,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138000,1000,138,20260415_210004
GCN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.185000,1000,185,20260415_210004
MWPM+GCN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135000,1000,135,20260415_210004
GCN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.848000,1000,848,20260415_210004
MWPM+GCN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.157000,1000,157,20260415_210004
GCN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.699000,1000,699,20260415_210004
MWPM+GCN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.160000,1000,160,20260415_210004
GAT,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.255000,1000,255,20260415_210004
MWPM+GAT,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.142000,1000,142,20260415_210004
GAT,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.199000,1000,199,20260415_210004
MWPM+GAT,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.134000,1000,134,20260415_210004
GAT,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.188000,1000,188,20260415_210004
MWPM+GAT,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.136000,1000,136,20260415_210004
GNN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.337000,1000,337,20260415_210004
MWPM+GNN,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138000,1000,138,20260415_210004
GNN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.276000,1000,276,20260415_210004
MWPM+GNN,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.131000,1000,131,20260415_210004
GNN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.177000,1000,177,20260415_210004
MWPM+GNN,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.134000,1000,134,20260415_210004
GraphMamba,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1000,0.005,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.137000,1000,137,20260415_210004
GraphMamba,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.156000,1000,156,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1000,0.01,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.135000,1000,135,20260415_210004
GraphMamba,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.146000,1000,146,20260415_210004
MWPM+GraphMamba,3,3,forte-1,1000,0.05,X,realistic/dp0.001_mf0.01_rf0.01_gd0.008,0.138000,1000,138,20260415_210004
CNN,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.203000,1000,203,20260415_210004
MWPM+CNN,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.134000,1000,134,20260415_210004
CNN,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.197000,1000,197,20260415_210004
MWPM+CNN,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.138000,1000,138,20260415_210004
CNN,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.182000,1000,182,20260415_210004
MWPM+CNN,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.138000,1000,138,20260415_210004
GCNII,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161000,1000,161,20260415_210004
MWPM+GCNII,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135000,1000,135,20260415_210004
GCNII,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.839000,1000,839,20260415_210004
MWPM+GCNII,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157000,1000,157,20260415_210004
GCNII,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.839000,1000,839,20260415_210004
MWPM+GCNII,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157000,1000,157,20260415_210004
APPNP,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161000,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135000,1000,135,20260415_210004
APPNP,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161000,1000,161,20260415_210004
MWPM+APPNP,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135000,1000,135,20260415_210004
APPNP,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.839000,1000,839,20260415_210004
MWPM+APPNP,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157000,1000,157,20260415_210004
GraphTransformer,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.157000,1000,157,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136000,1000,136,20260415_210004
GraphTransformer,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.145000,1000,145,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136000,1000,136,20260415_210004
GraphTransformer,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.149000,1000,149,20260415_210004
MWPM+GraphTransformer,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.138000,1000,138,20260415_210004
GCN,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.161000,1000,161,20260415_210004
MWPM+GCN,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.135000,1000,135,20260415_210004
GCN,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.832000,1000,832,20260415_210004
MWPM+GCN,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.159000,1000,159,20260415_210004
GCN,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.831000,1000,831,20260415_210004
MWPM+GCN,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.158000,1000,158,20260415_210004
GAT,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.263000,1000,263,20260415_210004
MWPM+GAT,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.133000,1000,133,20260415_210004
GAT,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.264000,1000,264,20260415_210004
MWPM+GAT,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.136000,1000,136,20260415_210004
GAT,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.229000,1000,229,20260415_210004
MWPM+GAT,3,3,forte-1,1000,0.05,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.134000,1000,134,20260415_210004
GNN,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.316000,1000,316,20260415_210004
MWPM+GNN,3,3,forte-1,1000,0.005,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.141000,1000,141,20260415_210004
GNN,3,3,forte-1,1000,0.01,X,realistic/dp0.005_mf0.02_rf0.02_gd0.015,0.220000,1000,220,20260415_210004
